"Gene stable ID","Strand","Gene end (bp)","Gene start (bp)","Chromosome/scaffold name","Gene name"
"ENSG00000102401",1,101627843,101622797,"X","ARMCX3"
"ENSG00000243501",-1,73263196,73209746,"6","AL365232.1"
"ENSG00000066027",1,212361853,212285410,"1","PPP2R5A"
"ENSG00000239521",-1,100272232,100200653,"7","CASTOR3"
"ENSG00000154144",1,124635926,124622836,"11","TBRG1"
"ENSG00000139610",-1,51346679,51328442,"12","CELA1"
"ENSG00000170581",-1,56360167,56341597,"12","STAT2"
"ENSG00000127324",-1,71441898,71125085,"12","TSPAN8"
"ENSG00000171302",-1,79009867,78991716,"17","CANT1"
"ENSG00000135314",-1,73310365,73241314,"6","KHDC1"
"ENSG00000163349",1,113977869,113929324,"1","HIPK1"
"ENSG00000156697",1,129929761,129906121,"X","UTP14A"
"ENSG00000140553",1,90954093,90930180,"15","UNC45A"
"ENSG00000149635",-1,46550654,46540946,"20","OCSTAMP"
"ENSG00000281991",1,30745196,30740642,"16","TMEM265"
"ENSG00000138095",-1,43995989,43886224,"2","LRPPRC"
"ENSG00000100503",-1,50831121,50719763,"14","NIN"
"ENSG00000156873",1,30761176,30748293,"16","PHKG2"
"ENSG00000184945",1,240698483,240691851,"2","AQP12A"
"ENSG00000256980",-1,73225770,73223544,"6","KHDC1L"
"ENSG00000158104",-1,121863596,121839527,"12","HPD"
"ENSG00000174914",1,56703884,56699095,"11","OR9G1"
"ENSG00000267426",-1,75930129,75898645,"17","AC087289.3"
"ENSG00000166012",-1,93784391,93729948,"11","TAF1D"
"ENSG00000019991",-1,81770438,81699010,"7","HGF"
"ENSG00000171357",1,46221256,46203334,"1","LURAP1"
"ENSG00000127249",-1,193593111,193398967,"3","ATP13A4"
"ENSG00000085998",-1,46220305,46188682,"1","POMGNT1"
"ENSG00000117139",-1,202808487,202724495,"1","KDM5B"
"ENSG00000206503",1,29945884,29941260,"6","HLA-A"
"ENSG00000143498",-1,222589933,222557902,"1","TAF1A"
"ENSG00000204316",-1,75905413,75898643,"17","MRPL38"
"ENSG00000250312",1,202303,124501,"4","ZNF718"
"ENSG00000139292",1,71586310,71439798,"12","LGR5"
"ENSG00000206527",-1,123585053,123490820,"3","HACD2"
"ENSG00000141096",-1,67980549,67975663,"16","DPEP3"
"ENSG00000186265",-1,112499472,112463966,"3","BTLA"
"ENSG00000275338",1,526533,425619,"CHR_HSCHR16_CTG2","RAB11FIP3"
"ENSG00000172457",-1,56748697,56741223,"11","OR9G4"
"ENSG00000088038",1,54155681,54137749,"19","CNOT3"
"ENSG00000006607",1,241494841,241356285,"2","FARP2"
"ENSG00000256223",1,133159465,133130575,"12","ZNF10"
"ENSG00000087237",1,56983845,56961923,"16","CETP"
"ENSG00000223957",-1,31902529,31897282,"CHR_HSCHR6_MHC_MANN_CTG1","NEU1"
"ENSG00000084112",-1,108857590,108778191,"12","SSH1"
"ENSG00000197746",-1,71851325,71816298,"10","PSAP"
"ENSG00000066923",1,100221488,100177563,"7","STAG3"
"ENSG00000163344",-1,154936719,154924740,"1","PMVK"
"ENSG00000176723",-1,31443160,31432593,"16","ZNF843"
"ENSG00000129514",-1,37596059,37589552,"14","FOXA1"
"ENSG00000169047",-1,226799759,226731317,"2","IRS1"
"ENSG00000196118",-1,30762221,30757423,"16","CCDC189"
"ENSG00000109819",-1,23904089,23755041,"4","PPARGC1A"
"ENSG00000144410",1,206969474,206939518,"2","CPO"
"ENSG00000139865",1,38041442,37595847,"14","TTC6"
"ENSG00000140948",-1,87493024,87406246,"16","ZCCHC14"
"ENSG00000138604",1,69272217,69160584,"15","GLCE"
"ENSG00000144468",1,226999215,226835581,"2","RHBDD1"
"ENSG00000227059",-1,133235877,133218312,"12","ANHX"
"ENSG00000185515",1,155123074,155071420,"X","BRCC3"
"ENSG00000134287",-1,48957487,48935723,"12","ARF3"
"ENSG00000166965",1,90963125,90954870,"15","RCCD1"
"ENSG00000140691",1,31467166,31458080,"16","ARMC5"
"ENSG00000094841",1,75304885,75156388,"X","UPRT"
"ENSG00000172243",-1,10130258,10116777,"12","CLEC7A"
"ENSG00000113761",1,177081189,177022696,"5","ZNF346"
"ENSG00000163645",-1,150703971,150659885,"3","ERICH6"
"ENSG00000080603",1,30741409,30698209,"16","SRCAP"
"ENSG00000127445",1,9849682,9835257,"19","PIN1"
"ENSG00000284057",1,93812378,93741664,"11","AP001273.2"
"ENSG00000127928",1,93911265,93591573,"7","GNGT1"
"ENSG00000177459",1,98093610,98064522,"8","ERICH5"
"ENSG00000134285",-1,48926474,48921518,"12","FKBP11"
"ENSG00000231044",-1,31946638,31939633,"CHR_HSCHR6_MHC_COX_CTG1","NELFE"
"ENSG00000184508",-1,90935196,90929964,"15","HDDC3"
"ENSG00000065534",-1,123884331,123610049,"3","MYLK"
"ENSG00000105825",-1,93890753,93885396,"7","TFPI2"
"ENSG00000181090",1,137870016,137618992,"9","EHMT1"
"ENSG00000081052",-1,227164453,227002714,"2","COL4A4"
"ENSG00000115353",-1,75199520,75046463,"2","TACR1"
"ENSG00000131080",-1,66639298,66595637,"X","EDA2R"
"ENSG00000156374",-1,103351144,103302796,"10","PCGF6"
"ENSG00000275385",1,36072032,36064272,"17","CCL18"
"ENSG00000106397",-1,101218420,101205977,"7","PLOD3"
"ENSG00000140379",-1,79971196,79960892,"15","BCL2A1"
"ENSG00000225589",-1,30708147,30690066,"CHR_HSCHR6_MHC_DBB_CTG1","MDC1"
"ENSG00000171298",1,80119881,80101556,"17","GAA"
"ENSG00000250366",1,95925571,95876392,"14","TUNAR"
"ENSG00000111536",-1,68225810,68201349,"12","IL26"
"ENSG00000085185",1,130058083,129981107,"X","BCORL1"
"ENSG00000003096",-1,118117340,117897813,"X","KLHL13"
"ENSG00000282034",1,30745169,30704067,"16","AC106886.6"
"ENSG00000131269",-1,75156732,75051048,"X","ABCB7"
"ENSG00000182712",-1,155071136,155061622,"X","CMC4"
"ENSG00000115694",-1,241509730,241492670,"2","STK25"
"ENSG00000132541",-1,98117171,98102344,"8","RIDA"
"ENSG00000111537",-1,68159740,68154768,"12","IFNG"
"ENSG00000139537",1,48931840,48904110,"12","CCDC65"
"ENSG00000288258",-1,155065519,155061622,"X","BX470111.1"
"ENSG00000214237",-1,150905439,150870376,"3","MINDY4B"
"ENSG00000214827",-1,155147937,155064034,"X","MTCP1"
"ENSG00000103549",1,30776307,30761745,"16","RNF40"
"ENSG00000120705",-1,138543236,138506095,"5","ETF1"
"ENSG00000095587",-1,96513926,96364608,"10","TLL2"
"ENSG00000118690",1,108974476,108848416,"6","ARMC2"
"ENSG00000163873",-1,37034515,36795527,"1","GRIK3"
"ENSG00000181788",-1,150763477,150741125,"3","SIAH2"
"ENSG00000262919",-1,153600045,153587925,"X","CCNQ"
"ENSG00000104731",-1,87765992,87696485,"16","KLHDC4"
"ENSG00000272822",-1,48957365,48903503,"12","AC073610.2"
"ENSG00000105617",-1,54159721,54155161,"19","LENG1"
"ENSG00000173809",1,32829580,32719753,"19","TDRD12"
"ENSG00000136950",1,124877733,124862130,"9","ARPC5L"
"ENSG00000163646",-1,150972999,150926163,"3","CLRN1"
"ENSG00000178342",1,79900184,79863668,"18","KCNG2"
"ENSG00000161677",-1,50511353,50505998,"19","JOSD2"
"ENSG00000106400",1,101224190,101218165,"7","ZNHIT1"
"ENSG00000107223",-1,136866308,136862119,"9","EDF1"
"ENSG00000018280",1,218396894,218382029,"2","SLC11A1"
"ENSG00000156802",-1,123416350,123319850,"8","ATAD2"
"ENSG00000235067",1,30715683,30710458,"CHR_HSCHR6_MHC_DBB_CTG1","TUBB"
"ENSG00000196502",-1,28623625,28605196,"16","SULT1A1"
"ENSG00000260234",-1,150941743,150882997,"3","AC020636.2"
"ENSG00000221826",-1,42740481,42721638,"19","PSG3"
"ENSG00000129187",-1,182917936,182890060,"4","DCTD"
"ENSG00000173918",1,79049788,79022814,"17","C1QTNF1"
"ENSG00000174080",-1,66568841,66563464,"11","CTSF"
"ENSG00000122863",1,72013558,71964395,"10","CHST3"
"ENSG00000204632",1,29831125,29826967,"6","HLA-G"
"ENSG00000198836",1,193697811,193593144,"3","OPA1"
"ENSG00000198648",-1,168247595,167954020,"2","STK39"
"ENSG00000186777",-1,305474,270675,"4","ZNF732"
"ENSG00000108379",-1,46833154,46762506,"17","WNT3"
"ENSG00000175564",-1,74009085,74000277,"11","UCP3"
"ENSG00000196865",1,113917194,113854661,"10","NHLRC2"
"ENSG00000225737",1,31957297,31946626,"CHR_HSCHR6_MHC_COX_CTG1","SKIV2L"
"ENSG00000134184",1,109709039,109687814,"1","GSTM1"
"ENSG00000139874",1,38213067,38207904,"14","SSTR1"
"ENSG00000100767",1,73274640,73237497,"14","PAPLN"
"ENSG00000158955",1,46886730,46833201,"17","WNT9B"
"ENSG00000130829",1,153651326,153642492,"X","DUSP9"
"ENSG00000152795",-1,82430408,82422564,"4","HNRNPDL"
"ENSG00000124467",-1,42855691,42752686,"19","PSG8"
"ENSG00000176435",-1,38256093,38254000,"14","CLEC14A"
"ENSG00000164326",1,71721048,71719275,"5","CARTPT"
"ENSG00000127191",1,136926607,136881912,"9","TRAF2"
"ENSG00000156261",-1,29073797,29055805,"21","CCT8"
"ENSG00000114251",-1,55490539,55465715,"3","WNT5A"
"ENSG00000232357",1,33377191,33375002,"CHR_HSCHR6_MHC_MCF_CTG1","HSD17B8"
"ENSG00000050555",1,131094473,131009174,"9","LAMC3"
"ENSG00000162598",-1,60073770,59987269,"1","C1orf87"
"ENSG00000119862",1,64461381,64453969,"2","LGALSL"
"ENSG00000198399",-1,24360714,24202864,"2","ITSN2"
"ENSG00000138078",-1,44361862,44316281,"2","PREPL"
"ENSG00000227051",1,96093889,96039324,"14","C14orf132"
"ENSG00000163346",-1,154956123,154944076,"1","PBXIP1"
"ENSG00000138271",-1,151316820,151294086,"3","GPR87"
"ENSG00000196422",1,135488893,135479079,"9","PPP1R26"
"ENSG00000278742",-1,45768499,45723122,"CHR_HSCHR17_1_CTG5","LRRC37A"
"ENSG00000101843",-1,108091549,108084207,"X","PSMD10"
"ENSG00000084652",1,32198285,32179675,"1","TXLNA"
"ENSG00000213413",1,100221490,100218241,"7","PVRIG"
"ENSG00000174944",-1,151278542,151212117,"3","P2RY14"
"ENSG00000066379",1,30064909,30058899,"6","ZNRD1"
"ENSG00000189091",1,70577670,70523791,"16","SF3B3"
"ENSG00000154118",1,87698156,87601835,"16","JPH3"
"ENSG00000277632",-1,36090169,36088256,"17","CCL3"
"ENSG00000138459",1,112585579,112561709,"3","SLC35A5"
"ENSG00000169313",-1,151384812,151337380,"3","P2RY12"
"ENSG00000182791",-1,66593063,66590176,"11","CCDC87"
"ENSG00000162975",1,10914225,10911934,"2","KCNF1"
"ENSG00000164342",1,186088069,186069152,"4","TLR3"
"ENSG00000181631",-1,151329549,151326312,"3","P2RY13"
"ENSG00000126217",1,113099742,112894378,"13","MCF2L"
"ENSG00000174946",-1,151203216,151197832,"3","GPR171"
"ENSG00000182685",-1,2211950,2209253,"16","BRICD5"
"ENSG00000100739",1,96268967,96256210,"14","BDKRB1"
"ENSG00000275748",1,45820912,45699087,"CHR_HSCHR17_1_CTG5","ARL17B"
"ENSG00000181240",-1,6433779,6426037,"19","SLC25A41"
"ENSG00000167851",1,74484794,74466399,"17","CD300A"
"ENSG00000153029",1,181061938,181033425,"1","MR1"
"ENSG00000152580",-1,151458709,151425384,"3","IGSF10"
"ENSG00000091527",1,133590261,133573730,"3","CDV3"
"ENSG00000168398",1,96244166,96204679,"14","BDKRB2"
"ENSG00000275302",1,36105621,36103827,"17","CCL4"
"ENSG00000130487",1,50551023,50545899,"22","KLHDC7B"
"ENSG00000217442",-1,50562919,50551112,"22","SYCE3"
"ENSG00000066827",-1,134713049,134477788,"8","ZFAT"
"ENSG00000090382",1,69354234,69348381,"12","LYZ"
"ENSG00000167965",1,2209453,2204248,"16","MLST8"
"ENSG00000258691",1,96263929,96204844,"14","AL355102.2"
"ENSG00000233312",1,31995335,31974678,"CHR_HSCHR6_MHC_SSTO_CTG1","C4B_2"
"ENSG00000144848",-1,112562046,112532510,"3","ATG3"
"ENSG00000126562",1,42797066,42780610,"17","WNK4"
"ENSG00000144893",1,151437072,151085697,"3","MED12L"
"ENSG00000168765",1,109674836,109656099,"1","GSTM4"
"ENSG00000185219",-1,44477670,44431705,"3","ZNF445"
"ENSG00000163618",-1,62875416,62398346,"3","CADPS"
"ENSG00000155330",-1,46831180,46796603,"16","C16orf87"
"ENSG00000118263",-1,207167267,207074137,"2","KLF7"
"ENSG00000119042",-1,199471266,199269500,"2","SATB2"
"ENSG00000043591",1,114046904,114043866,"10","ADRB1"
"ENSG00000150873",1,11151317,11133128,"2","C2orf50"
"ENSG00000131016",1,151358559,151239967,"6","AKAP12"
"ENSG00000183978",-1,42798704,42795147,"17","COA3"
"ENSG00000157368",1,70660682,70579895,"16","IL34"
"ENSG00000138030",1,27100762,27086747,"2","KHK"
"ENSG00000106603",-1,43729717,43608456,"7","COA1"
"ENSG00000173391",-1,10172138,10158301,"12","OLR1"
"ENSG00000187682",1,48830138,48826513,"X","ERAS"
"ENSG00000164754",-1,116874776,116845934,"8","RAD21"
"ENSG00000206380",1,31830009,31824855,"CHR_HSCHR6_MHC_QBL_CTG1","SNHG32"
"ENSG00000170373",-1,23751268,23747553,"20","CST1"
"ENSG00000102109",-1,48835610,48831096,"X","PCSK1N"
"ENSG00000168661",1,34945170,34926903,"19","ZNF30"
"ENSG00000213366",1,109709551,109668022,"1","GSTM2"
"ENSG00000120251",1,157366075,157204182,"4","GRIA2"
"ENSG00000225748",1,31714058,31697009,"CHR_HSCHR6_MHC_MCF_CTG1","PRRC2A"
"ENSG00000118260",1,207605988,207529737,"2","CREB1"
"ENSG00000169217",-1,30355308,30350773,"16","CD2BP2"
"ENSG00000255835",-1,225924278,225886696,"1","AL117348.2"
"ENSG00000132613",-1,70686053,70661204,"16","MTSS2"
"ENSG00000243709",-1,225911382,225886282,"1","LEFTY1"
"ENSG00000159069",-1,136944738,136940435,"9","FBXW5"
"ENSG00000139318",-1,89352501,89347235,"12","DUSP6"
"ENSG00000167685",1,56160893,56132599,"19","ZNF444"
"ENSG00000276495",1,29259075,29060035,"CHR_HSCHR15_4_CTG8","APBA2"
"ENSG00000143811",-1,225924340,225919877,"1","PYCR2"
"ENSG00000168958",1,227357836,227325151,"2","MFF"
"ENSG00000180423",-1,46617909,46602861,"11","HARBI1"
"ENSG00000178789",-1,74531475,74521174,"17","CD300LB"
"ENSG00000263201",-1,68015911,68013436,"16","DPEP2NB"
"ENSG00000120279",1,152724567,152697895,"6","MYCT1"
"ENSG00000178917",-1,44510636,44494847,"3","ZNF852"
"ENSG00000167850",-1,74546115,74541073,"17","CD300C"
"ENSG00000256950",1,121921470,121888809,"12","AC069503.2"
"ENSG00000188338",1,50221486,50205246,"3","SLC38A3"
"ENSG00000175224",1,46674818,46617527,"11","ATG13"
"ENSG00000103067",-1,68238102,68229033,"16","ESRP2"
"ENSG00000158023",1,122003927,121918592,"12","WDR66"
"ENSG00000181273",1,56989867,56988872,"11","OR5AK2"
"ENSG00000165685",1,10191801,10170542,"12","TMEM52B"
"ENSG00000077044",1,233472104,233354507,"2","DGKD"
"ENSG00000176919",1,136946975,136945185,"9","C8G"
"ENSG00000139629",-1,51392867,51351247,"12","GALNT6"
"ENSG00000164543",1,43650713,43582758,"7","STK17A"
"ENSG00000138028",-1,27119128,27098889,"2","CGREF1"
"ENSG00000204345",-1,74592283,74579365,"17","CD300LD"
"ENSG00000115363",-1,75569722,75469302,"2","EVA1A"
"ENSG00000171606",1,58213562,58183029,"19","ZNF274"
"ENSG00000103043",-1,70801160,70687439,"16","VAC14"
"ENSG00000186407",-1,74623738,74609885,"17","CD300E"
"ENSG00000104356",1,98159835,98117293,"8","POP1"
"ENSG00000127337",1,69390870,69359710,"12","YEATS4"
"ENSG00000186684",-1,127220313,127183832,"2","CYP27C1"
"ENSG00000184897",-1,129316286,129314771,"3","H1-10"
"ENSG00000206549",-1,46812574,46712115,"3","AC109583.1"
"ENSG00000123411",1,56038435,56007659,"12","IKZF4"
"ENSG00000130311",1,17323298,17309518,"19","DDA1"
"ENSG00000262180",1,186401180,186401046,"1","OCLM"
"ENSG00000283706",-1,46717869,46712117,"3","PRSS50"
"ENSG00000110801",1,121918297,121888732,"12","PSMD9"
"ENSG00000157181",1,186421378,186375838,"1","ODR4"
"ENSG00000188086",-1,46750891,46742092,"3","PRSS45P"
"ENSG00000181472",-1,151391559,151364115,"6","ZBTB2"
"ENSG00000282665",-1,738106,731140,"CHR_HSCHR8_4_CTG1","ERICH1"
"ENSG00000182810",-1,68023442,68021274,"16","DDX28"
"ENSG00000138032",1,44244384,44167969,"2","PPM1B"
"ENSG00000140326",-1,42737128,42723544,"15","CDAN1"
"ENSG00000154146",1,124747210,124739942,"11","NRGN"
"ENSG00000074855",-1,17334855,17323223,"19","ANO8"
"ENSG00000114771",1,151828488,151814073,"3","AADAC"
"ENSG00000169221",-1,30370494,30357102,"16","TBC1D10B"
"ENSG00000167264",1,68079320,67987746,"16","DUS2"
"ENSG00000231115",1,33383082,33378855,"CHR_HSCHR6_MHC_MCF_CTG1","RING1"
"ENSG00000263163",1,153797388,153791585,"CHR_HSCHR1_1_CTG31","SLC27A3"
"ENSG00000197953",1,151761339,151733916,"3","AADACL2"
"ENSG00000197728",1,56044697,56041351,"12","RPS26"
"ENSG00000198829",1,151884619,151873643,"3","SUCNR1"
"ENSG00000130312",1,17306843,17292609,"19","MRPL34"
"ENSG00000166123",1,46931289,46884362,"16","GPT2"
"ENSG00000105088",-1,9936552,9853718,"19","OLFM2"
"ENSG00000147677",-1,116766925,116642130,"8","EIF3H"
"ENSG00000050438",1,51515763,51391317,"12","SLC4A8"
"ENSG00000155906",-1,151452158,151404762,"6","RMND1"
"ENSG00000144401",-1,207625928,207580631,"2","METTL21A"
"ENSG00000012822",-1,53727745,53708517,"12","CALCOCO1"
"ENSG00000156219",1,76112802,76011184,"4","ART3"
"ENSG00000169083",1,67730619,67544021,"X","AR"
"ENSG00000089250",-1,117452170,117208142,"12","NOS1"
"ENSG00000127220",-1,17310236,17292131,"19","ABHD8"
"ENSG00000065600",-1,212414901,212363931,"1","PACC1"
"ENSG00000182362",1,46297751,46286342,"21","YBEY"
"ENSG00000175455",-1,123961408,123897305,"3","CCDC14"
"ENSG00000006007",-1,19522123,19501693,"16","GDE1"
"ENSG00000186074",-1,74712978,74694311,"17","CD300LF"
"ENSG00000262826",1,153792039,153745298,"CHR_HSCHR1_1_CTG31","INTS3"
"ENSG00000120937",-1,11858945,11857464,"1","NPPB"
"ENSG00000164047",1,48225491,48223347,"3","CAMP"
"ENSG00000168071",1,64357534,64340204,"11","CCDC88B"
"ENSG00000198692",1,20593154,20575776,"Y","EIF1AY"
"ENSG00000131059",1,33227806,33217310,"20","BPIFA3"
"ENSG00000147679",1,116849463,116766505,"8","UTP23"
"ENSG00000253309",1,51364735,51335773,"13","SERPINE3"
"ENSG00000154975",-1,52160017,51630313,"17","CA10"
"ENSG00000285542",1,44320310,44168851,"2","AC013717.1"
"ENSG00000168610",-1,42388568,42313324,"17","STAT3"
"ENSG00000138079",1,44321494,44275458,"2","SLC3A1"
"ENSG00000152601",1,152465780,152243828,"3","MBNL1"
"ENSG00000091513",1,133796641,133746040,"3","TF"
"ENSG00000121075",1,61485110,61452404,"17","TBX4"
"ENSG00000116703",-1,186461114,186443566,"1","PDC"
"ENSG00000102786",-1,51454264,51354077,"13","INTS6"
"ENSG00000131711",1,72209565,72107234,"5","MAP1B"
"ENSG00000137948",1,92014426,91949371,"1","BRDT"
"ENSG00000160691",-1,154974395,154962298,"1","SHC1"
"ENSG00000145293",1,82461177,82430590,"4","ENOPH1"
"ENSG00000141179",1,55842830,55751051,"17","PCTP"
"ENSG00000278006",1,36072032,36064280,"CHR_HSCHR17_10_CTG4","CCL18"
"ENSG00000109062",1,74769353,74748628,"17","SLC9A3R1"
"ENSG00000184925",1,136955497,136949551,"9","LCN12"
"ENSG00000107742",-1,72089032,72059034,"10","SPOCK2"
"ENSG00000162148",1,61490931,61481120,"11","PPP1R32"
"ENSG00000116685",-1,11926428,11919591,"1","KIAA2013"
"ENSG00000104320",-1,90003228,89933336,"8","NBN"
"ENSG00000140682",1,31477960,31471585,"16","TGFB1I1"
"ENSG00000172794",1,74747335,74670578,"17","RAB37"
"ENSG00000114270",-1,48595267,48564073,"3","COL7A1"
"ENSG00000169031",1,227314792,227164624,"2","COL4A3"
"ENSG00000204653",-1,50514690,50511600,"19","ASPDH"
"ENSG00000143768",-1,225941383,225936598,"1","LEFTY2"
"ENSG00000144867",1,133825772,133784023,"3","SRPRB"
"ENSG00000185024",-1,105315589,105209286,"14","BRF1"
"ENSG00000141449",1,21525417,21242242,"18","GREB1L"
"ENSG00000278567",-1,36090169,36088256,"CHR_HSCHR17_10_CTG4","CCL3"
"ENSG00000253506",-1,61591219,61590421,"17","NACA2"
"ENSG00000213398",-1,67944131,67939750,"16","LCAT"
"ENSG00000163781",-1,133662380,133598175,"3","TOPBP1"
"ENSG00000131127",1,384868,337814,"4","ZNF141"
"ENSG00000159733",-1,2418663,2269582,"4","ZFYVE28"
"ENSG00000122145",1,80031774,80014753,"X","TBX22"
"ENSG00000101844",1,108154671,108091668,"X","ATG4A"
"ENSG00000167985",1,61447529,61430042,"11","SDHAF2"
"ENSG00000171435",-1,117968990,117453012,"12","KSR2"
"ENSG00000255524",1,28658682,28637654,"16","NPIPB8"
"ENSG00000160050",1,32205387,32200386,"1","CCDC28B"
"ENSG00000073756",-1,186680423,186671791,"1","PTGS2"
"ENSG00000203909",-1,73354276,73353063,"6","DPPA5"
"ENSG00000103995",-1,48811146,48712928,"15","CEP152"
"ENSG00000005436",-1,75710985,75652000,"2","GCFC2"
"ENSG00000124067",-1,67969601,67943474,"16","SLC12A4"
"ENSG00000172771",-1,129428651,129401321,"3","EFCAB12"
"ENSG00000261787",-1,66962591,66946501,"8","TCF24"
"ENSG00000120885",-1,27614700,27596917,"8","CLU"
"ENSG00000184659",1,65738784,65736555,"9","FOXD4L4"
"ENSG00000160051",1,32208687,32205661,"1","IQCC"
"ENSG00000128881",-1,42920809,42738730,"15","TTBK2"
"ENSG00000072736",1,68229259,68084751,"16","NFATC3"
"ENSG00000149532",-1,61430031,61402641,"11","CPSF7"
"ENSG00000180884",-1,34964229,34956354,"19","ZNF792"
"ENSG00000158467",1,129430211,129225023,"7","AHCYL2"
"ENSG00000117691",1,212446379,212432920,"1","NENF"
"ENSG00000184110",1,28735730,28688558,"16","EIF3C"
"ENSG00000157423",-1,71230722,70802084,"16","HYDIN"
"ENSG00000160345",-1,135501734,135495181,"9","C9orf116"
"ENSG00000104325",1,90053633,90001405,"8","DECR1"
"ENSG00000169245",-1,76023497,76021118,"4","CXCL10"
"ENSG00000154917",-1,133895882,133824235,"3","RAB6B"
"ENSG00000102034",-1,130110716,130064874,"X","ELF4"
"ENSG00000169248",-1,76041415,76033682,"4","CXCL11"
"ENSG00000177990",-1,63668939,63558913,"12","DPY19L2"
"ENSG00000122140",1,135504673,135499984,"9","MRPS2"
"ENSG00000028528",1,64146090,64094123,"15","SNX1"
"ENSG00000188404",-1,169711702,169690665,"1","SELL"
"ENSG00000089505",1,66579137,66566393,"16","CMTM1"
"ENSG00000042493",-1,85418432,85394753,"2","CAPG"
"ENSG00000118596",1,59789855,59596029,"12","SLC16A7"
"ENSG00000197487",1,56185775,56176008,"19","GALP"
"ENSG00000277796",-1,36196795,36194906,"CHR_HSCHR17_10_CTG4","CCL3L1"
"ENSG00000171806",-1,169794963,169792529,"1","METTL18"
"ENSG00000186448",1,44648471,44584888,"3","ZNF197"
"ENSG00000162783",1,181092900,181088700,"1","IER5"
"ENSG00000007908",-1,169764705,169722640,"1","SELE"
"ENSG00000110987",1,122062044,122019422,"12","BCL7A"
"ENSG00000184207",-1,2214840,2211593,"16","PGP"
"ENSG00000278032",1,143023832,143017982,"CHR_HSCHR8_4_CTG7","LY6E"
"ENSG00000169860",1,152841439,152835131,"3","P2RY1"
"ENSG00000115364",1,75690851,75646783,"2","MRPL19"
"ENSG00000118600",1,63809562,63779842,"12","RXYLT1"
"ENSG00000282246",1,13655929,13610047,"10","AL157392.5"
"ENSG00000181467",1,153170627,153162226,"3","RAP2B"
"ENSG00000143751",-1,225999343,225982702,"1","SDE2"
"ENSG00000081237",1,198757476,198638457,"1","PTPRC"
"ENSG00000196323",-1,130314917,130226677,"11","ZBTB44"
"ENSG00000274305",1,54392337,54379038,"CHR_HSCHR19LRC_PGF1_CTG3_1","LENG8"
"ENSG00000081059",1,134151865,134114681,"5","TCF7"
"ENSG00000144792",1,44599694,44578223,"3","ZNF660"
"ENSG00000198865",1,42802439,42756818,"5","CCDC152"
"ENSG00000184867",-1,101659850,101655281,"X","ARMCX2"
"ENSG00000069345",-1,46973674,46955362,"16","DNAJA2"
"ENSG00000137819",1,69407780,69298912,"15","PAQR5"
"ENSG00000175727",1,122147344,122078756,"12","MLXIP"
"ENSG00000169981",1,44660791,44648732,"3","ZNF35"
